"source_company","target_company","Source_Industry","Target_Industry","Matching_Item","source_lat","source_long","source_industry","source_resource_needs","source_by_products","target_lat","target_long","target_industry","target_resource_needs","target_by_products"
"Rider Steel Ghana Limited","Kinapharma Limited","Metal Smelting","Pharmaceuticals","Aluminium, foil",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.58525,-0.22746,"Pharmaceuticals",NA,"Aluminium foil"
"Rider Steel Ghana Limited","Phyto Riker (GIHOC) Pharmaceuticals Limited","Metal Smelting","Pharmaceuticals","Aluminium, foil",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.63881,-0.23891,"Pharmaceuticals",NA,"Aluminium foil"
"Rider Steel Ghana Limited","Dannex Ayrton Starwin PLC-North Industrial Area","Metal Smelting","Pharmaceuticals","Aluminium, foil",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.57434,-0.22387,"Pharmaceuticals",NA,"Aluminium foil"
"Rider Steel Ghana Limited","Cargill Ghana Limited","Metal Smelting","Cocoa Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.68952,0.01021,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Rider Steel Ghana Limited","Niche Cocoa Processing","Metal Smelting","Cocoa Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.69065,0.02184,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Rider Steel Ghana Limited","Cocoa Processing Company Limited","Metal Smelting","Cocoa Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.65764,0.00339,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Rider Steel Ghana Limited","Afrotropic Cocoa Processing Company Limited","Metal Smelting","Cocoa Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.64805,-0.09828,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Rider Steel Ghana Limited","Olam Cocoa Ghana Limited","Metal Smelting","Cocoa Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",6.38729,-2.62542,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Rider Steel Ghana Limited","Plot Enterprise Ghana Limited","Metal Smelting","Cocoa Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",4.98251,-1.72278,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Rider Steel Ghana Limited","Nestle Ghana Limited","Metal Smelting","Food","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.67414,-0.00408,"Food",NA,"Waste paper | Paper off cuts"
"Rider Steel Ghana Limited","Fan Milk Limited","Metal Smelting","Food","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.68153,-0.01185,"Food",NA,"Waste paper | Paper off cuts"
"Rider Steel Ghana Limited","Usibras Ghana Limited","Metal Smelting","Food","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.7408,0.09503,"Food",NA,"Waste paper | Paper off cuts | Cashew nut shell"
"Rider Steel Ghana Limited","Healthilife Beverages Limited","Metal Smelting","Food","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.6518,-0.09413,"Food",NA,"Waste paper | Paper off cuts"
"Rider Steel Ghana Limited","Promasidor Ghana Limited","Metal Smelting","Food","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.58663,-0.22673,"Food",NA,"Waste paper | Paper off cuts"
"Rider Steel Ghana Limited","Obapack Limited","Metal Smelting","Food","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",7.61418,-1.9245,"Food",NA,"Waste paper | Paper off cuts | Food waste"
"Rider Steel Ghana Limited","Premium Foods Company Limited","Metal Smelting","Food","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.66827,0.00683,"Food",NA,"Waste paper | Paper off cuts"
"Rider Steel Ghana Limited","Ghana Specialty Fats Industry Limited","Metal Smelting","Oil and Fat Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.68879,0.01272,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Rider Steel Ghana Limited","Wilmar Africa Limited","Metal Smelting","Oil and Fat Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.60377,-0.18695,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Rider Steel Ghana Limited","Norpalm Ghana Limited","Metal Smelting","Oil and Fat Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",4.92814,-1.89606,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Rider Steel Ghana Limited","Benso Oil Palm Plantation Limited","Metal Smelting","Oil and Fat Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.10795,-1.91433,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Rider Steel Ghana Limited","Twifo Oil Palm Plantation Limited","Metal Smelting","Oil and Fat Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.54784,-1.54776,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Rider Steel Ghana Limited","Ghana Oil Palm Development Company","Metal Smelting","Oil and Fat Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",6.09381,-0.83419,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Rider Steel Ghana Limited","Juaben Oil Mills Limited","Metal Smelting","Oil and Fat Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",6.81537,-1.41384,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Rider Steel Ghana Limited","Ghana Nuts Company Limited","Metal Smelting","Oil and Fat Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",7.53762,-1.9404,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Rider Steel Ghana Limited","Fuji Oil Ghana Limited","Metal Smelting","Oil and Fat Processing","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",7.53785,-1.93896,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Rider Steel Ghana Limited","Polykraft Ghana Limited","Metal Smelting","Paper and Paper Products","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.66675,-0.00277,"Paper and Paper Products","Paper","Waste paper | Paper off cuts"
"Rider Steel Ghana Limited","Sonapack Ghana Limited","Metal Smelting","Paper and Paper Products","|",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.66136,0.01083,"Paper and Paper Products","Paper","Waste paper | Paper off cuts"
"Tema Steel Company Limited","Praise Export Services Limited","Metal Smelting","Food","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste"
"Tema Steel Company Limited","Nkulenu Industries","Metal Smelting","Food","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste"
"Tema Steel Company Limited","Buck Press Limited","Metal Smelting","Paper and Paper Product","Aluminium, scraps, |",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps"
"Tema Steel Company Limited","Blowchem Industries","Metal Smelting","Alcoholic and Non Alcoholic Beverages","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.73477,0.03033,"Alcoholic and Non Alcoholic Beverages","Water","Plastic bottles | Wastewater"
"Tema Steel Company Limited","Fine Print Industries","Metal Smelting","Paper and Paper Product","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.56033,-0.22358,"Paper and Paper Product","Paper","Waste paper | Paper off cuts"
"Tema Steel Company Limited","Aluworks Limited","Metal Smelting","Metal Fabrication","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.67491,0.02697,"Metal Fabrication","Aluminium scraps","Slag | Crude oil"
"Tema Steel Company Limited","Chanrai Brand Limited","Metal Smelting","Fat and Oil Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.64521,0.00758,"Fat and Oil Processing","Palm oil","Wastewater | Oil waste| Waste paper"
"Tema Steel Company Limited","Madam Gifty Palm Kennel Production","Metal Smelting","Fat and Oil Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",6.11205,-0.242595,"Fat and Oil Processing","Palm fruit","Palm kennel cake | Palm kennel shell"
"Tema Steel Company Limited","Saw Mill Company","Metal Smelting","Wood Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.54828,-0.349003,"Wood Processing","Logs","Wood shavings | Saw dust"
"Tema Steel Company Limited","Crocodile Machete (Ghana Limited)","Metal Smelting","Metal Fabrication","Aluminium, scraps, |, Steel",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.66526,0.00166,"Metal Fabrication","Steel scraps| Aluminium scraps","Aluminium scraps | Steel scraps"
"Tema Steel Company Limited","Alutrade","Metal Smelting","Metal Fabrication","Aluminium, scraps, |",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.56148,-0.22338,"Metal Fabrication","Metal","Glass | Aluminium scraps"
"Tema Steel Company Limited","Logs & Lumber Limited","Metal Smelting","Wood Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",6.67351,-1.60885,"Wood Processing",NA,"Wood shavings | Saw dust | Logs"
"Tema Steel Company Limited","Sokoban Wood Village","Metal Smelting","Wood Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",6.62251,-1.60569,"Wood Processing","Logs","Wood shavings | Saw dust"
"Tema Steel Company Limited","Rider Steel Ghana Limited","Metal Smelting","Metal Smelting","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Tema Steel Company Limited","Fabrimetal Ghana Limited","Metal Smelting","Metal Smelting","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.82202,0.19705,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Tema Steel Company Limited","Sentuo Steel Company Limited","Metal Smelting","Metal Smelting","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.66999,0.01579,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Tema Steel Company Limited","Volta Aluminium Company Limited","Metal Smelting","Metal Smelting","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.66911,0.02079,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Tema Steel Company Limited","Star Steel","Metal Smelting","Metal Smelting","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.74501,0.09276,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Tema Steel Company Limited","Samartex Timber and Plywood Company Limited","Metal Smelting","Wood Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.61072,-2.56668,"Wood Processing",NA,"Wood shavings | Saw dust | Logs"
"Tema Steel Company Limited","John Bittar Company Limited","Metal Smelting","Wood Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",6.22339,-2.48049,"Wood Processing",NA,"Wood shavings | Saw dust | Logs"
"Tema Steel Company Limited","Specialised Timber Limited","Metal Smelting","Wood Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",6.64503,-1.60943,"Wood Processing",NA,"Wood shavings | Saw dust | Logs"
"Tema Steel Company Limited","Kinapharma Limited","Metal Smelting","Pharmaceuticals","Aluminium, foil",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.58525,-0.22746,"Pharmaceuticals",NA,"Aluminium foil"
"Tema Steel Company Limited","Phyto Riker (GIHOC) Pharmaceuticals Limited","Metal Smelting","Pharmaceuticals","Aluminium, foil",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.63881,-0.23891,"Pharmaceuticals",NA,"Aluminium foil"
"Tema Steel Company Limited","Dannex Ayrton Starwin PLC-North Industrial Area","Metal Smelting","Pharmaceuticals","Aluminium, foil",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.57434,-0.22387,"Pharmaceuticals",NA,"Aluminium foil"
"Tema Steel Company Limited","Cargill Ghana Limited","Metal Smelting","Cocoa Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.68952,0.01021,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Tema Steel Company Limited","Niche Cocoa Processing","Metal Smelting","Cocoa Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.69065,0.02184,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Tema Steel Company Limited","Cocoa Processing Company Limited","Metal Smelting","Cocoa Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.65764,0.00339,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Tema Steel Company Limited","Afrotropic Cocoa Processing Company Limited","Metal Smelting","Cocoa Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.64805,-0.09828,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Tema Steel Company Limited","Olam Cocoa Ghana Limited","Metal Smelting","Cocoa Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",6.38729,-2.62542,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Tema Steel Company Limited","Plot Enterprise Ghana Limited","Metal Smelting","Cocoa Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",4.98251,-1.72278,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Tema Steel Company Limited","Nestle Ghana Limited","Metal Smelting","Food","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.67414,-0.00408,"Food",NA,"Waste paper | Paper off cuts"
"Tema Steel Company Limited","Fan Milk Limited","Metal Smelting","Food","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.68153,-0.01185,"Food",NA,"Waste paper | Paper off cuts"
"Tema Steel Company Limited","Usibras Ghana Limited","Metal Smelting","Food","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.7408,0.09503,"Food",NA,"Waste paper | Paper off cuts | Cashew nut shell"
"Tema Steel Company Limited","Healthilife Beverages Limited","Metal Smelting","Food","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.6518,-0.09413,"Food",NA,"Waste paper | Paper off cuts"
"Tema Steel Company Limited","Promasidor Ghana Limited","Metal Smelting","Food","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.58663,-0.22673,"Food",NA,"Waste paper | Paper off cuts"
"Tema Steel Company Limited","Obapack Limited","Metal Smelting","Food","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",7.61418,-1.9245,"Food",NA,"Waste paper | Paper off cuts | Food waste"
"Tema Steel Company Limited","Premium Foods Company Limited","Metal Smelting","Food","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.66827,0.00683,"Food",NA,"Waste paper | Paper off cuts"
"Tema Steel Company Limited","Ghana Specialty Fats Industry Limited","Metal Smelting","Oil and Fat Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.68879,0.01272,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Tema Steel Company Limited","Wilmar Africa Limited","Metal Smelting","Oil and Fat Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.60377,-0.18695,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Tema Steel Company Limited","Norpalm Ghana Limited","Metal Smelting","Oil and Fat Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",4.92814,-1.89606,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Tema Steel Company Limited","Benso Oil Palm Plantation Limited","Metal Smelting","Oil and Fat Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.10795,-1.91433,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Tema Steel Company Limited","Twifo Oil Palm Plantation Limited","Metal Smelting","Oil and Fat Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.54784,-1.54776,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Tema Steel Company Limited","Ghana Oil Palm Development Company","Metal Smelting","Oil and Fat Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",6.09381,-0.83419,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Tema Steel Company Limited","Juaben Oil Mills Limited","Metal Smelting","Oil and Fat Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",6.81537,-1.41384,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Tema Steel Company Limited","Ghana Nuts Company Limited","Metal Smelting","Oil and Fat Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",7.53762,-1.9404,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Tema Steel Company Limited","Fuji Oil Ghana Limited","Metal Smelting","Oil and Fat Processing","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",7.53785,-1.93896,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Tema Steel Company Limited","Polykraft Ghana Limited","Metal Smelting","Paper and Paper Products","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.66675,-0.00277,"Paper and Paper Products","Paper","Waste paper | Paper off cuts"
"Tema Steel Company Limited","Sonapack Ghana Limited","Metal Smelting","Paper and Paper Products","|",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.66136,0.01083,"Paper and Paper Products","Paper","Waste paper | Paper off cuts"
"Fabrimetal Ghana Limited","Praise Export Services Limited","Metal Smelting","Food","|",5.82202,0.19705,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste"
"Fabrimetal Ghana Limited","Nkulenu Industries","Metal Smelting","Food","|",5.82202,0.19705,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste"
"Fabrimetal Ghana Limited","Buck Press Limited","Metal Smelting","Paper and Paper Product","Aluminium, scraps, |",5.82202,0.19705,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps"
"Fabrimetal Ghana Limited","Blowchem Industries","Metal Smelting","Alcoholic and Non Alcoholic Beverages","|",5.82202,0.19705,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.73477,0.03033,"Alcoholic and Non Alcoholic Beverages","Water","Plastic bottles | Wastewater"
"Fabrimetal Ghana Limited","Fine Print Industries","Metal Smelting","Paper and Paper Product","|",5.82202,0.19705,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.56033,-0.22358,"Paper and Paper Product","Paper","Waste paper | Paper off cuts"
"Fabrimetal Ghana Limited","Aluworks Limited","Metal Smelting","Metal Fabrication","|",5.82202,0.19705,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.67491,0.02697,"Metal Fabrication","Aluminium scraps","Slag | Crude oil"
"Fabrimetal Ghana Limited","Chanrai Brand Limited","Metal Smelting","Fat and Oil Processing","|",5.82202,0.19705,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.64521,0.00758,"Fat and Oil Processing","Palm oil","Wastewater | Oil waste| Waste paper"
"Fabrimetal Ghana Limited","Madam Gifty Palm Kennel Production","Metal Smelting","Fat and Oil Processing","|",5.82202,0.19705,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",6.11205,-0.242595,"Fat and Oil Processing","Palm fruit","Palm kennel cake | Palm kennel shell"
"Fabrimetal Ghana Limited","Saw Mill Company","Metal Smelting","Wood Processing","|",5.82202,0.19705,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.54828,-0.349003,"Wood Processing","Logs","Wood shavings | Saw dust"
"Fabrimetal Ghana Limited","Crocodile Machete (Ghana Limited)","Metal Smelting","Metal Fabrication","Aluminium, scraps, |, Steel",5.82202,0.19705,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas",5.66526,0.00166,"Metal Fabrication","Steel scraps| Aluminium scraps","Aluminium scraps | Steel scraps"
